epoch,step,train/cardinality_error,train/cardinality_error_0,train/cardinality_error_1,train/cardinality_error_enc,train/class_error,train/loss,train/loss_bbox,train/loss_bbox_0,train/loss_bbox_1,train/loss_bbox_enc,train/loss_ce,train/loss_ce_0,train/loss_ce_1,train/loss_ce_enc,train/loss_giou,train/loss_giou_0,train/loss_giou_1,train/loss_giou_enc,train/lr,train/lr_max,train/lr_min,val/AP/box,val/AP/case,val/AP/phone_back,val/AP/phone_front,val/AP/phone_side,val/AP/ui_battery,val/AP/ui_memory,val/AP/ui_memory_about,val/F1,val/ema_mAP_50,val/ema_mAP_50_95,val/ema_mAR,val/loss,val/mAP_50,val/mAP_50_95,val/mAP_75,val/mAR,val/precision,val/recall
0,49,,,,,,,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,,,,,,,,,
0,64,,,,,,,,,,,,,,,,,,,,,,0.33419620990753174,0.38085809350013733,0.8521604537963867,0.9659332633018494,0.801022469997406,0.3232075273990631,0.023367611691355705,0.01724853925406933,0.5061066746711731,0.5250792503356934,0.46534594893455505,0.8284606337547302,4.095366477966309,0.5182371139526367,0.4622492790222168,0.49171775579452515,0.818449079990387,0.4644700288772583,0.5948494076728821
0,64,3898.346923828125,3898.593017578125,3898.343994140625,3898.020263671875,39.41654968261719,6.738267421722412,0.06949657946825027,0.07133815437555313,0.07090549916028976,0.09834620356559753,1.0133774280548096,1.0452721118927002,1.0122960805892944,1.0159200429916382,0.12560445070266724,0.1274331510066986,0.12823286652565002,0.1692150980234146,,,,,,,,,,,,,,,,,,,,,,
1,99,,,,,,,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,,,,,,,,,
1,129,,,,,,,,,,,,,,,,,,,,,,0.6785086989402771,0.6366727352142334,0.8591278791427612,0.9145915508270264,0.8424504995346069,0.5856924653053284,0.16450875997543335,0.23660749197006226,0.6950840950012207,0.7705106735229492,0.6126363277435303,0.8652629256248474,3.9667885303497314,0.7831915020942688,0.6147699952125549,0.6706932783126831,0.8345853686332703,0.6998432874679565,0.7420803308486938
1,129,3898.654052734375,3898.6240234375,3898.654052734375,3898.145263671875,6.915904998779297,4.9153242111206055,0.06633806228637695,0.06539286673069,0.0659947618842125,0.09023581445217133,0.5658106207847595,0.633621096611023,0.5756628513336182,0.6843761205673218,0.11932360380887985,0.11617860943078995,0.11851168423891068,0.15400928258895874,,,,,,,,,,,,,,,,,,,,,,
2,149,,,,,,,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,,,,,,,,,
2,194,,,,,,,,,,,,,,,,,,,,,,0.8198714256286621,0.5837751626968384,0.8187724351882935,0.9222157001495361,0.7799504995346069,0.5685579776763916,0.5437383055686951,0.22761929035186768,0.6755468845367432,0.8087950944900513,0.6698418855667114,0.8487587571144104,4.0839972496032715,0.8226214051246643,0.6580625772476196,0.7365352511405945,0.8445876240730286,0.6123217344284058,0.8595930337905884
2,194,3898.656982421875,3898.4970703125,3898.651123046875,3897.857666015625,3.0264954566955566,4.523278713226318,0.06416656076908112,0.06419117748737335,0.06472345441579819,0.09217631071805954,0.47778770327568054,0.5486448407173157,0.48672667145729065,0.6011634469032288,0.11315014958381653,0.11319907009601593,0.11357147991657257,0.1514139622449875,,,,,,,,,,,,,,,,,,,,,,
3,199,,,,,,,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,,,,,,,,,
3,249,,,,,,,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,,,,,,,,,
3,259,,,,,,,,,,,,,,,,,,,,,,0.8326969742774963,0.6810110807418823,0.8244580626487732,0.9070020318031311,0.8376051783561707,0.6446133255958557,0.3756101131439209,0.07570957392454147,0.7560397386550903,0.7912308573722839,0.6543036699295044,0.8217149376869202,4.002306938171387,0.7546952366828918,0.6473382711410522,0.6976692080497742,0.8206385970115662,0.7591331005096436,0.7734775543212891
3,259,3898.656005859375,3898.5087890625,3898.654052734375,3897.82470703125,2.448629140853882,4.3248066902160645,0.06304851919412613,0.06237296760082245,0.06324659287929535,0.0880177915096283,0.43689435720443726,0.5175178647041321,0.452667772769928,0.5816208720207214,0.11054137349128723,0.10911093652248383,0.11113506555557251,0.1455507129430771,,,,,,,,,,,,,,,,,,,,,,
4,299,,,,,,,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,,,,,,,,,
4,324,,,,,,,,,,,,,,,,,,,,,,0.8296380043029785,0.6886138319969177,0.8697586059570312,0.9401563405990601,0.8421204686164856,0.6168279647827148,0.6505775451660156,0.047675151377916336,0.7935293912887573,0.8398030400276184,0.7106140851974487,0.8483670353889465,3.5096888542175293,0.8211596608161926,0.6856709718704224,0.7631585597991943,0.8456613421440125,0.7497023940086365,0.8595930337905884
4,324,3898.654052734375,3898.56787109375,3898.648193359375,3897.338134765625,1.1733028888702393,4.144629001617432,0.06104080379009247,0.061017751693725586,0.06075476109981537,0.0893598422408104,0.40411576628685,0.4760754406452179,0.4226033687591553,0.5364015698432922,0.10848331451416016,0.10803747922182083,0.10796694457530975,0.14779523015022278,,,,,,,,,,,,,,,,,,,,,,
5,349,,,,,,,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,,,,,,,,,
5,389,,,,,,,,,,,,,,,,,,,,,,0.8423746228218079,0.6831252574920654,0.8447362780570984,0.9251083731651306,0.7927078604698181,0.7689952850341797,0.6249410510063171,0.015053939074277878,0.6856577396392822,0.82826828956604,0.7155029773712158,0.8560081124305725,3.6525306701660156,0.8273413777351379,0.687130331993103,0.7066664099693298,0.8291767239570618,0.5973156094551086,0.8658429980278015
5,389,3898.654052734375,3898.490234375,3898.653076171875,3896.755859375,0.5812742710113525,4.15869665145874,0.05979528650641441,0.062414392828941345,0.06034142151474953,0.09536123275756836,0.3978146016597748,0.47661831974983215,0.4192548990249634,0.5330698490142822,0.10457858443260193,0.10896342992782593,0.10590454936027527,0.15174172818660736,,,,,,,,,,,,,,,,,,,,,,
6,399,,,,,,,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,,,,,,,,,
6,449,,,,,,,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,,,,,,,,,
6,454,,,,,,,,,,,,,,,,,,,,,,0.8554345369338989,0.687931478023529,0.8427026271820068,0.9366695284843445,0.8464639186859131,0.7710035443305969,0.6226072311401367,0.13168561458587646,0.8107869029045105,0.8309953212738037,0.7163037061691284,0.8533372282981873,3.3867859840393066,0.831963300704956,0.7118123173713684,0.7942026257514954,0.8495222330093384,0.7529198527336121,0.9075096845626831
6,454,3898.657958984375,3898.461181640625,3898.656982421875,3897.653076171875,1.236618161201477,3.819851875305176,0.05486768111586571,0.05637151375412941,0.0550285279750824,0.07860308885574341,0.3756399154663086,0.4566066265106201,0.3935345411300659,0.512925386428833,0.09772349148988724,0.09980030357837677,0.09817922860383987,0.1326923668384552,,,,,,,,,,,,,,,,,,,,,,
7,499,,,,,,,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,,,,,,,,,
7,519,,,,,,,,,,,,,,,,,,,,,,0.9031803607940674,0.5790664553642273,0.8961524367332458,0.9666445851325989,0.9095709323883057,0.50466388463974,0.7339109182357788,0.12970297038555145,0.8397912383079529,0.8403480648994446,0.7273651361465454,0.8699798583984375,3.2203762531280518,0.8519384264945984,0.7028615474700928,0.7607947587966919,0.8700426816940308,0.7894461154937744,0.9075096845626831
7,519,3898.654052734375,3898.524169921875,3898.655029296875,3898.031982421875,0.7473034262657166,3.662614583969116,0.05227794498205185,0.054516423493623734,0.052562858909368515,0.0809984877705574,0.3468598425388336,0.42379745841026306,0.3640938699245453,0.48730164766311646,0.09384927898645401,0.09699352830648422,0.0943622961640358,0.1341860443353653,,,,,,,,,,,,,,,,,,,,,,
8,549,,,,,,,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,,,,,,,,,
8,584,,,,,,,,,,,,,,,,,,,,,,0.8680455088615417,0.6710755228996277,0.8959764838218689,0.9693434834480286,0.9525989890098572,0.657970130443573,0.8663366436958313,0.07096990197896957,0.8237197995185852,0.8466822504997253,0.7387430667877197,0.8564506769180298,2.9559764862060547,0.8413550853729248,0.7440395951271057,0.7961605787277222,0.8565259575843811,0.8331961035728455,0.8241763710975647
8,584,3898.655029296875,3898.5068359375,3898.655029296875,3898.165771484375,0.6045821309089661,3.5000717639923096,0.05024426802992821,0.051536448299884796,0.05048378184437752,0.07811155915260315,0.33298054337501526,0.4071894586086273,0.3457222878932953,0.45870259404182434,0.08988236635923386,0.09148821979761124,0.09065067023038864,0.12977713346481323,,,,,,,,,,,,,,,,,,,,,,
9,599,,,,,,,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,,,,,,,,,
9,649,,,,,,,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,,,,,,,,,
9,649,,,,,,,,,,,,,,,,,,,,,,0.9054891467094421,0.6758342385292053,0.9130141735076904,0.9638813734054565,0.8800565600395203,0.7898114323616028,0.6724023222923279,0.16265104711055756,0.8207387328147888,0.8523346185684204,0.7629244923591614,0.8495708703994751,3.1769461631774902,0.8607711791992188,0.7453925609588623,0.850023090839386,0.8780853152275085,0.8311350345611572,0.8212693929672241
9,649,3898.655029296875,3898.6123046875,3898.656005859375,3898.341064453125,0.4482033848762512,3.4148318767547607,0.04886253923177719,0.04974732547998428,0.04894527047872543,0.07640606164932251,0.32333678007125854,0.39412492513656616,0.34534454345703125,0.4567740559577942,0.08687950670719147,0.08848267793655396,0.0872659906744957,0.12509466707706451,,,,,,,,,,,,,,,,,,,,,,
10,699,,,,,,,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,,,,,,,,,
10,714,,,,,,,,,,,,,,,,,,,,,,0.9053918123245239,0.7551755309104919,0.9219873547554016,0.9607151746749878,0.9216831922531128,0.8334983587265015,0.7915841341018677,0.09038151800632477,0.8324134349822998,0.8710361123085022,0.7584901452064514,0.8524795174598694,3.1428489685058594,0.8708878755569458,0.7725521326065063,0.8363682627677917,0.8866029381752014,0.8496212363243103,0.8241763710975647
10,714,3898.653076171875,3898.456298828125,3898.655029296875,3898.18310546875,0.7736186385154724,3.3369646072387695,0.045916881412267685,0.04776785150170326,0.04624469205737114,0.08195950090885162,0.3077874481678009,0.3794495463371277,0.32279035449028015,0.45394426584243774,0.0824691504240036,0.08508109301328659,0.08303135633468628,0.1311926692724228,,,,,,,,,,,,,,,,,,,,,,
11,749,,,,,,,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,,,,,,,,,
11,779,,,,,,,,,,,,,,,,,,,,,,0.9322124719619751,0.6779692769050598,0.8583906292915344,0.9685065746307373,0.9171460270881653,0.7386407852172852,0.7091088891029358,0.17469507455825806,0.9114419221878052,0.8624029755592346,0.761441171169281,0.8635407090187073,2.9296438694000244,0.9339653849601746,0.7470837235450745,0.8174723982810974,0.8886275887489319,0.9851190447807312,0.8629360198974609
11,779,3898.657958984375,3898.212158203125,3898.656005859375,3897.32177734375,0.3404347002506256,3.2942841053009033,0.045458387583494186,0.047494616359472275,0.045970480889081955,0.08076577633619308,0.3048337996006012,0.3674620985984802,0.32006046175956726,0.4482741355895996,0.08126141875982285,0.08375851809978485,0.08235494792461395,0.13022878766059875,,,,,,,,,,,,,,,,,,,,,,
12,799,,,,,,,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,,,,,,,,,
12,844,,,,,,,,,,,,,,,,,,,,,,0.87931889295578,0.7755775451660156,0.8983047008514404,0.9797490239143372,0.9149634838104248,0.7928962111473083,0.7331683039665222,0.268714040517807,0.8874021172523499,0.8921698331832886,0.7715184092521667,0.8809388279914856,2.903951406478882,0.9600194692611694,0.7803364992141724,0.8253620266914368,0.882928192615509,0.9644936323165894,0.8377180099487305
12,844,3898.654052734375,3898.150146484375,3898.647216796875,3897.361328125,0.3565466105937958,3.147925853729248,0.043871358036994934,0.04549267515540123,0.044144902378320694,0.07656337320804596,0.28744083642959595,0.346911758184433,0.29790621995925903,0.4386521279811859,0.07804052531719208,0.08077991753816605,0.07864885777235031,0.125857412815094,,,,,,,,,,,,,,,,,,,,,,
13,849,,,,,,,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,,,,,,,,,
13,899,,,,,,,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,,,,,,,,,
13,909,,,,,,,,,,,,,,,,,,,,,,0.9224647283554077,0.7037623524665833,0.9188084602355957,0.9848313927650452,0.9467821717262268,0.7356176972389221,0.8663366436958313,0.22816020250320435,0.8589227795600891,0.9534361958503723,0.7917165160179138,0.8896429538726807,2.8805623054504395,0.8982604146003723,0.788345456123352,0.804939329624176,0.8861952424049377,0.968845009803772,0.8083109855651855
13,909,3898.652099609375,3898.1328125,3898.653076171875,3897.971923828125,0.3786690831184387,3.120434284210205,0.04075399041175842,0.04337006062269211,0.041617486625909805,0.07515934109687805,0.2912014424800873,0.36627790331840515,0.309956431388855,0.4413676857948303,0.07558918744325638,0.07843171060085297,0.07617292553186417,0.12336944788694382,,,,,,,,,,,,,,,,,,,,,,
14,949,,,,,,,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,,,,,,,,,
14,974,,,,,,,,,,,,,,,,,,,,,,0.9218195080757141,0.6879980564117432,0.8868396878242493,0.9539819359779358,0.9247524738311768,0.7643601298332214,0.7663666605949402,0.4445544481277466,0.9068491458892822,0.9357203841209412,0.8017297387123108,0.9058929681777954,2.873882293701172,0.9464508295059204,0.7938340902328491,0.8214508295059204,0.8707762956619263,0.9375692009925842,0.8856346607208252
14,974,3898.656982421875,3897.645263671875,3898.649169921875,3897.544677734375,0.14052711427211761,3.035804033279419,0.04020893573760986,0.04250708967447281,0.04127234220504761,0.07460245490074158,0.2722395360469818,0.3543017506599426,0.29320433735847473,0.4321568012237549,0.07295942306518555,0.07671516388654709,0.07448752224445343,0.12131175398826599,,,,,,,,,,,,,,,,,,,,,,
15,999,,,,,,,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,,,,,,,,,
15,1039,,,,,,,,,,,,,,,,,,,,,,0.9309006333351135,0.711456835269928,0.8956068754196167,0.9494141936302185,0.8867161870002747,0.6974925994873047,0.7608036994934082,0.45108911395072937,0.9241622090339661,0.9513174295425415,0.8032618761062622,0.8839378356933594,2.9301629066467285,0.9499255418777466,0.7854350209236145,0.8459651470184326,0.8772391080856323,0.9087733030319214,0.9429263472557068
15,1039,3898.650146484375,3897.406005859375,3898.626953125,3896.68115234375,0.12309744209051132,2.874528169631958,0.03831548988819122,0.04021389037370682,0.03852488100528717,0.06663744896650314,0.2705702483654022,0.33270683884620667,0.28317663073539734,0.4173065721988678,0.07054334133863449,0.07342097908258438,0.07108234614133835,0.11110787838697433,,,,,,,,,,,,,,,,,,,,,,
16,1049,,,,,,,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,,,,,,,,,
16,1099,,,,,,,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,,,,,,,,,
16,1104,,,,,,,,,,,,,,,,,,,,,,0.9315308332443237,0.6642881631851196,0.8708118200302124,0.9589738845825195,0.9074257612228394,0.7378547787666321,0.70252925157547,0.47655361890792847,0.9268181920051575,0.9409236311912537,0.8128047585487366,0.891021192073822,2.9044251441955566,0.9365604519844055,0.7812460064888,0.8553775548934937,0.8835887908935547,0.9791666865348816,0.891644299030304
16,1104,3898.645263671875,3896.224853515625,3898.6328125,3896.67724609375,0.32182228565216064,2.852979898452759,0.03764866292476654,0.03929433226585388,0.03823916241526604,0.07043386995792389,0.2611898183822632,0.3208027184009552,0.2756621539592743,0.41237133741378784,0.06949193775653839,0.07203228026628494,0.07058516889810562,0.11532744020223618,,,,,,,,,,,,,,,,,,,,,,
17,1149,,,,,,,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,,,,,,,,,
17,1169,,,,,,,,,,,,,,,,,,,,,,0.908798336982727,0.7475247383117676,0.8767502307891846,0.9559663534164429,0.9116749167442322,0.785041868686676,0.7326732873916626,0.3772277235984802,0.9601718187332153,0.9502283334732056,0.833766758441925,0.8972952365875244,2.909759998321533,0.9541875720024109,0.7869572043418884,0.8984944820404053,0.8520240783691406,0.9797618985176086,0.9491763710975647
17,1169,3898.638671875,3896.373046875,3898.6396484375,3896.9951171875,0.5014474391937256,2.9129583835601807,0.03875596076250076,0.040787018835544586,0.03925904631614685,0.07116477191448212,0.270874559879303,0.3352401554584503,0.2857847511768341,0.4172770082950592,0.06909410655498505,0.072685107588768,0.07017830014228821,0.11501631885766983,,,,,,,,,,,,,,,,,,,,,,
18,1199,,,,,,,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,,,,,,,,,
18,1234,,,,,,,,,,,,,,,,,,,,,,0.884585440158844,0.6772006154060364,0.8649764060974121,0.9582574367523193,0.8571039438247681,0.8458392024040222,0.8591485023498535,0.4656224548816681,0.9444652199745178,0.9479361772537231,0.8221851587295532,0.8892525434494019,2.898090362548828,0.9412820339202881,0.8015917539596558,0.899202823638916,0.8823151588439941,0.9652777910232544,0.9333109855651855
18,1234,3898.6162109375,3897.6328125,3898.651123046875,3897.535888671875,0.4107576608657837,2.8301048278808594,0.03627092391252518,0.039008576422929764,0.036702096462249756,0.06760381907224655,0.26436498761177063,0.33237195014953613,0.27742475271224976,0.4241417944431305,0.06660875678062439,0.07072515040636063,0.06688031554222107,0.11272270232439041,,,,,,,,,,,,,,,,,,,,,,
19,1249,,,,,,,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,,,,,,,,,
19,1299,,,,,,,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,,,,,,,,,
19,1299,,,,,,,,,,,,,,,,,,,,,,0.8974392414093018,0.7306930422782898,0.8914945721626282,0.9706928730010986,0.9117574095726013,0.7677705883979797,0.5936164855957031,0.2511797249317169,0.8797348737716675,0.9267522096633911,0.8185438513755798,0.8997711539268494,2.9780755043029785,0.9075040221214294,0.751830518245697,0.7921379208564758,0.8694929480552673,0.9375,0.8403622508049011
